TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
Massachusetts,A10,4,104.3164,102.1124,.5619135,49.1208,48.6137,14.663,19.3123,32.3125,32.0246,26.4301,31.3132,49.1221,45.477,32.7173,35.2248,71.179,-2.0290
Seattle   (H) 0 Northwest (WA),WAC,4,104.5162,102.3127,.5607136,56.051,58.3344,18.1183,17.0203,28.2220,20.99,41.769,35.2199,51.5166,61.8346,41.914,35.3252,68.4251,-2.3313
East Carolina   vs. 349 Stetson,Amer,5,106.8125,104.5169,.5604137,42.0335,49.1154,12.211,16.0244,36.849,31.4228,46.330,43.0300,44.1299,46.996,26.0322,35.6262,67.4306,-0.6149
UMass Lowell,AE,5,105.3148,103.3143,.5566138,45.3282,50.2185,20.6282,16.2237,20.4349,43.2358,48.722,35.3201,50.0196,49.7157,22.9351,34.4224,71.941,-0.5140
Utah Valley   (A) 120 Murray St.,WAC,3,101.6224,99.784,.5548139,55.364,39.36,23.0336,18.3152,32.3125,27.4113,62.13,48.7335,54.5109,36.93,37.862,30.3112,70.2123,-0.8168
La Salle   vs. 146 Illinois Chicago (lost),A10,6,104.9157,103.0139,.5512140,50.1184,49.0149,15.689,15.1277,31.6150,24.754,38.3120,32.8162,50.8187,52.1197,32.5179,30.3112,70.3114,-0.42125
Tulane   (H) 350 New Orleans,Amer,5,103.8179,102.1123,.5472141,52.5129,39.910,17.2147,19.0133,33.1106,32.5260,33.1199,30.2113,49.2219,37.04,37.763,29.083,71.655,-0.7157
Ohio   vs. 267 Portland,MAC,5,108.992,107.1236,.5461142,50.8170,59.7352,16.7132,20.873,27.3243,33.8279,35.4152,40.7279,50.9186,51.3187,33.9146,50.5364,69.7163,-2.5323
UC San Diego   vs. 126 James Madison,BW,5,105.8144,104.2160,.5440143,49.0210,54.5273,13.023,23.135,26.3265,27.9125,36.1137,47.2328,44.8292,54.6247,35.7102,36.2282,67.5302,-1.1203
UTEP,CUSA,4,103.2195,101.7114,.5430144,44.7297,59.7352,15.278,24.216,17.1362,35.1300,41.274,66.3363,35.1363,57.9308,43.211,41.5350,71.175,-0.38116
Purdue Fort Wayne,Horz,5,107.2116,105.8201,.5368145,53.3109,54.4270,13.639,19.999,32.4123,34.6292,33.3193,39.3259,50.3193,58.6322,38.255,32.3164,71.274,-0.7167
Illinois Chicago   vs. 140 La Salle (won),MVC,6,107.6110,106.2215,.5355146,56.348,56.5321,19.3244,15.6262,31.4156,25.772,41.080,42.9299,56.672,54.1234,37.271,40.7346,71.461,-1.0190
UT Arlington,WAC,5,107.4113,106.1212,.5342147,58.327,54.4270,20.7286,12.4350,28.4216,31.6235,35.1158,48.1331,54.6106,54.5240,42.313,36.2282,71.850,-2.0295
Hofstra   (A) 1 Houston,CAA,5,104.0171,102.9138,.5311148,53.3109,46.889,22.7332,18.3152,27.0248,32.5260,28.8272,39.0253,52.4153,43.250,36.390,34.3221,66.5339,+0.1854
Duquesne,A10,4,103.6182,102.6133,.5277149,46.8253,59.9355,15.484,19.0133,27.0248,24.855,34.0186,49.3339,47.2256,54.7248,30.9229,44.4357,68.9210,-3.1347
Boston College,ACC,4,103.5183,102.6134,.5260150,43.5313,47.6108,17.4156,18.1167,39.318,29.3161,37.1129,33.2169,39.4344,51.9193,35.7102,28.059,68.1274,-0.30105
Toledo   vs. 177 Jacksonville St.,MAC,5,108.797,107.8247,.5239151,55.074,51.7209,11.75,16.6224,26.0272,30.1191,33.2196,24.846,55.884,52.6206,35.2115,33.3190,71.752,-0.24100
Davidson   (H) 364 VMI,A10,3,104.2167,103.8150,.5120152,56.944,56.0308,18.7217,12.9341,36.158,22.723,55.69,33.6174,58.350,49.3141,36.196,44.4357,68.7233,+0.2052
UNC Asheville   vs. 304 Southeast Missouri St.,BSth,3,106.8124,106.4217,.5110153,45.6278,57.0330,13.536,13.5323,32.8112,35.5306,25.9305,40.9281,41.5328,59.8332,35.7102,35.7266,69.5177,-0.7160
Fordham   (H) 182 Drexel,A10,5,103.1201,102.7136,.5103154,45.0290,50.6189,17.9174,20.386,25.9274,32.4257,34.3176,33.1168,41.3330,49.4145,32.7173,35.7266,70.988,-0.6155
Tulsa,Amer,5,106.9119,106.7225,.5074155,50.2178,54.0261,14.148,19.6110,31.6150,32.7265,45.141,38.5250,54.999,54.7248,29.8254,35.2248,70.0137,-1.7262
Stephen F. Austin   (H) 256 Monmouth,Slnd,5,99.8263,99.682,.5052156,40.1348,42.729,27.7361,23.330,37.047,33.6275,36.9131,46.7324,41.3330,40.015,25.0330,30.7126,69.0202,-2.1298
St. Thomas   vs. 192 Wofford,Sum,5,106.1138,106.0207,.5041157,55.268,52.3223,20.4275,15.3274,25.0293,26.795,21.5345,39.0253,54.4110,56.1278,37.469,31.6151,66.4341,-0.8174
UC Davis,BW,5,99.7264,99.783,.5005158,47.0249,46.585,20.2271,20.287,26.4262,33.3273,36.7135,48.1331,48.7228,50.0162,29.4264,27.445,71.272,-0.27101
Loyola Marymount   (H) 260 North Dakota,WCC,3,105.9140,105.9205,.5004159,42.2332,52.7232,16.5119,19.4116,21.7336,23.940,20.5349,32.4153,38.8348,47.6108,30.9229,39.6333,66.8329,-1.4232
Furman,SC,5,104.2165,104.6171,.4902160,54.686,49.2155,17.6160,17.2195,25.3287,25.772,29.3264,27.577,49.4213,52.1197,39.236,28.878,69.7162,+0.4137
Kent St.,MAC,4,103.4189,103.9152,.4880161,45.2285,54.5273,19.0229,14.9289,36.158,24.144,39.2105,42.3295,46.4272,54.4238,29.0274,36.4287,67.2317,+0.0964
Wyoming   (H) 272 Southeastern Louisiana,MWC,4,104.7160,105.3186,.4853162,50.9166,50.6189,24.5350,16.0244,39.318,32.4257,43.552,41.3289,49.2219,54.2236,37.075,28.878,68.3254,-0.1890
South Dakota St.,Sum,5,103.8180,104.3163,.4838163,53.0115,47.093,18.1183,12.7344,32.9110,21.011,36.0141,36.0209,57.069,49.6152,31.3219,29.386,71.080,-0.39120
UNC Wilmington,CAA,4,105.0155,105.6193,.4831164,46.7254,56.2312,15.175,15.5266,30.1177,24.144,71.91,36.0209,51.9162,62.5351,25.4328,31.1134,68.4252,+0.0071
Richmond,A10,5,101.4227,102.1122,.4806165,45.1287,47.7111,15.893,15.8254,19.0358,21.112,39.992,46.6323,47.7246,50.0162,27.5300,30.3112,68.2268,-2.4320
Chattanooga,SC,6,105.2153,105.9204,.4802166,48.3223,52.8234,17.9174,14.7293,27.2244,26.383,31.3233,37.5239,57.069,56.1278,26.1320,31.4142,69.7167,-1.5243
Appalachian St.,SB,4,100.1260,100.8100,.4800167,47.8233,47.9115,24.7351,15.5266,29.4198,33.1270,41.080,21.522,50.0196,53.3217,30.0250,27.852,68.2261,-1.3218
Middle Tennessee   vs. 119 South Florida,CUSA,5,103.2198,103.9153,.4797168,49.4202,48.0118,19.7257,19.4116,35.665,25.363,35.6147,41.5290,54.3113,55.4266,25.0330,24.415,68.6237,-0.42124
New Mexico St.,CUSA,4,105.9143,106.7226,.4783169,47.4244,46.077,17.2147,9.3363,37.444,31.4228,42.860,43.0300,46.0277,45.980,33.3154,30.7126,68.3255,-0.2499
UT Rio Grande Valley,Slnd,6,107.4112,108.3266,.4770170,54.588,55.5290,17.9174,19.2128,30.2176,27.8122,17.4356,43.3302,58.744,59.8332,33.3154,33.1187,72.918,-0.9178
Illinois St.   vs. 74 McNeese St.,MVC,4,104.1169,105.0180,.4759171,52.4133,49.7169,14.148,15.0279,23.2321,24.349,34.1183,21.421,55.687,52.0196,32.5179,31.5146,67.9286,-0.7163
Columbia,Ivy,6,108.799,109.6299,.4753172,55.855,50.8193,15.997,17.8178,32.5120,27.4113,39.1107,27.271,56.871,50.9182,36.390,33.8208,69.2191,+0.815
Wright St.   vs. 89 Bradley,Horz,6,106.8121,107.8246,.4752173,52.9116,54.9281,16.5119,12.7344,23.4320,22.118,25.2311,30.9124,55.588,55.4266,32.2194,36.0277,71.370,-0.5142
Texas St.   vs. 128 Princeton,SB,5,101.3230,102.5132,.4674174,45.5279,52.6228,20.0267,19.7108,23.7315,25.976,53.813,45.0313,43.3309,49.6152,34.7130,38.5314,68.3257,-1.8268
UNC Greensboro,SC,4,103.1200,104.3162,.4671175,43.4314,47.093,17.5158,16.0244,32.3125,30.4206,31.3233,31.5136,40.4336,50.5178,31.3219,27.852,67.0323,-0.6152
Rice   (A) 346 Houston Christian,Amer,5,103.3192,104.5167,.4665176,50.6173,43.540,20.4275,15.8254,33.597,28.6144,62.13,35.1196,52.2160,42.537,32.5179,30.3112,68.2270,-0.37113
Jacksonville St.   vs. 151 Toledo,CUSA,5,103.9175,105.1183,.4665177,52.2138,48.1120,13.228,11.0357,26.5259,21.816,35.0161,24.442,53.7126,43.958,32.9171,35.5260,67.0321,-0.5144
Longwood   vs. 94 UAB,BSth,5,101.2233,102.5130,.4637178,45.0290,45.673,19.8261,24.117,34.283,29.7180,53.813,31.0127,47.7246,52.2200,27.5300,23.913,68.4246,+0.2051
Saint Peter's,MAAC,5,100.4252,101.8117,.4628179,49.1208,45.571,21.9322,14.6296,36.256,29.5170,32.6209,55.5353,43.1312,48.6123,37.370,26.127,66.4340,-1.4231
Milwaukee   (H) 246 Portland St.,Horz,4,106.9117,108.4268,.4615180,45.8274,54.1263,19.7257,19.3123,32.2131,27.8122,40.485,46.7324,47.9241,55.1260,27.9295,35.2248,71.558,-1.1205
Florida Gulf Coast   (H) 285 Cal St. Bakersfield (won),ASun,5,103.5185,105.2185,.4550181,51.5155,47.196,18.8220,16.6224,24.2305,31.2224,17.6355,35.5204,54.6106,47.3103,31.7208,31.1134,66.5337,-2.6328
Drexel   (A) 154 Fordham,CAA,5,101.6223,103.4144,.4503182,49.0210,42.831,15.997,10.6358,31.0164,25.258,20.2351,29.398,49.3216,45.171,32.4189,25.825,66.0349,-1.3226
Belmont,MVC,5,103.8176,105.7195,.4497183,58.625,55.6294,16.7132,17.1201,29.0206,21.615,28.3278,20.715,60.328,54.7248,37.666,37.7302,71.847,-0.43128
Texas A&M Corpus Chris,Slnd,5,104.0173,105.8201,.4491184,52.4133,54.5273,16.2109,17.6182,29.0206,36.8320,41.571,50.4343,52.2160,57.3301,35.3112,33.7206,71.460,-1.4230
North Alabama,ASun,5,106.2137,108.2259,.4483185,52.3137,58.6345,14.559,21.659,29.6191,30.3199,26.7295,34.1183,49.7203,59.8332,37.959,38.3311,69.7169,-0.9179
UC Riverside   (A) 98 Colorado St.,BW,5,105.1154,107.1235,.4457186,46.0268,56.7324,12.922,14.7293,26.3265,36.4314,28.2280,32.7160,48.6229,57.3301,28.3288,36.9293,69.0205,-1.0192
Hawaii   (H) 9 North Carolina,BW,4,102.9203,104.9178,.4450187,52.5129,44.450,15.380,12.9341,30.1177,28.6144,56.37,42.1292,60.725,45.375,23.5345,27.956,67.1319,+0.1655
Winthrop   (A) 59 Louisville,BSth,6,102.5209,104.5165,.4444188,48.6219,48.3128,20.9298,22.545,35.071,31.4228,56.96,37.7240,55.884,43.045,25.8326,36.5289,71.177,-1.3229
Northern Kentucky,Horz,4,99.5267,101.6112,.4406189,42.0335,51.7209,22.1326,18.1167,27.6234,31.2224,31.1236,23.334,45.0287,50.3174,25.0330,36.0277,68.6235,-2.2307
Northern Colorado,BSky,6,103.3191,105.5190,.4397190,51.5155,46.687,14.663,16.9206,25.0293,29.0154,18.5352,39.0253,53.5130,53.7226,32.5179,22.56,70.987,-0.7162
UMKC   vs. 236 American,Sum,5,102.4210,104.6173,.4391191,37.2359,56.4317,16.1105,15.4270,23.9310,36.4314,13.2363,21.624,36.9356,59.1326,25.0330,35.6262,68.8225,-0.39121
Wofford   vs. 157 St. Thomas,SC,4,106.7127,109.2293,.4344192,45.9271,57.6339,21.7320,13.2334,31.1161,34.4289,12.8364,29.194,50.0196,53.7226,28.3288,41.6352,66.9326,-1.7259
William & Mary   (A) 54 N.C. State,CAA,6,106.8122,109.4295,.4332193,54.975,53.3246,19.6254,18.2159,32.8112,31.9245,44.942,43.4304,58.449,58.4315,34.9125,31.0132,72.139,-2.4319
Montana,BSky,5,105.2151,107.9254,.4286194,46.3260,59.5349,20.6282,15.8254,25.0293,35.6308,34.1183,49.7341,51.0180,58.3313,26.5318,40.9349,68.0281,-0.9182
Weber St.   (H) 81 UC Irvine,BSky,4,103.7181,106.4218,.4282195,39.4351,56.5321,18.1183,14.6296,30.0182,29.5170,39.4102,49.1336,43.1312,54.5240,22.2355,40.0338,67.7297,-1.7261
Cornell,Ivy,5,106.9120,109.7302,.4278196,52.7123,49.8171,19.0229,17.7179,32.4123,38.7335,39.894,45.1315,59.437,50.3174,30.1248,32.6172,72.820,-1.4240
Brown,Ivy,5,103.2197,105.8200,.4274197,53.1114,46.077,18.8220,16.8211,33.792,31.6235,34.4174,31.1129,55.491,42.334,33.6151,35.7266,67.7296,-2.8336
Georgia Southern,SB,6,104.2166,106.9232,.4264198,54.975,50.2185,21.0305,20.287,29.3202,31.0219,34.8165,62.9361,59.635,59.9336,32.6177,26.634,74.34,-1.3219
East Tennessee St.   (H) 323 USC Upstate,SC,4,104.8158,107.6243,.4254199,52.1141,58.8347,15.587,19.3123,40.811,40.3346,36.8133,43.5305,52.9141,56.9296,34.0143,41.7353,68.2264,-1.7256
Louisiana   vs. 107 Liberty,SB,4,100.9241,103.6148,.4250200,44.5301,54.2265,19.2238,18.2159,20.8346,40.8348,24.8316,53.3346,39.4344,54.9254,34.8128,35.4256,69.9148,-1.9281
Youngstown St.   vs. 306 Presbyterian,Horz,4,99.1276,101.8118,.4243201,43.3318,46.383,16.3114,17.0203,28.0223,31.0219,45.734,36.5221,48.0239,46.791,24.2340,30.3112,70.6101,-0.7159
Abilene Christian,WAC,5,101.4228,104.1159,.4229202,49.4202,55.1283,21.6316,23.922,25.5282,25.670,49.019,67.4364,47.8245,53.6224,35.7102,39.0324,70.0143,-1.7260
Northeastern   vs. 262 FIU,CAA,4,102.7206,105.6192,.4213203,61.65,48.5135,18.1183,17.4187,21.8334,27.1108,22.4338,27.271,63.97,52.2200,38.353,28.981,68.5244,-0.6156
South Alabama,SB,5,102.0217,105.0179,.4186204,47.5240,48.1120,16.1105,16.9206,26.7255,25.056,36.9131,23.233,52.3158,45.069,28.7284,33.6202,68.3256,-1.0199
Little Rock   (A) 36 Arkansas,OVC,5,102.3212,105.4187,.4157205,51.1162,45.264,22.1326,22.151,29.2203,41.1350,34.8165,50.9344,46.7265,43.045,40.327,31.3138,69.5180,-0.9184
Cal St. Northridge,BW,4,101.0237,104.1156,.4155206,53.798,45.365,21.9322,21.955,28.6213,25.670,48.821,58.4356,52.7149,49.2136,37.075,28.672,73.77,-0.48137
Cal Baptist,WAC,5,106.6131,109.9310,.4114207,48.3223,55.8302,11.53,17.2195,32.5120,30.5208,35.3154,22.427,51.2176,53.5222,28.4286,40.0338,66.7334,-1.7264
North Florida,ASun,6,105.9142,109.8305,.3986208,54.588,53.4249,12.716,13.8316,30.1177,32.8266,21.7344,31.5136,55.588,54.0232,35.7102,34.7239,70.0139,-0.1889
Oakland,Horz,5,101.3231,105.0182,.3981209,42.1333,54.7277,19.6254,15.0279,25.7278,32.5260,24.4322,24.948,53.1140,54.2236,17.6364,37.1296,66.6336,-1.8266
Marshall,SB,4,102.0216,105.8199,.3973210,50.8170,46.281,13.944,19.4116,28.6213,27.7119,47.227,58.9358,53.3136,46.688,31.5214,30.0103,71.751,-0.8176
Jacksonville,ASun,5,100.8243,104.6170,.3955211,49.8192,49.8171,24.9353,19.6110,38.133,32.2252,18.4353,41.2288,49.7203,52.4204,33.3154,30.1105,68.2269,-0.6153
Idaho,BSky,5,104.5161,108.8278,.3878212,52.1141,56.7324,22.0324,13.8316,23.1323,34.0283,35.1158,40.9281,46.3274,63.6356,39.735,31.6151,68.6236,-1.7255
Indiana St.   (H) 348 Chicago St.,MVC,4,100.7244,104.8176,.3876213,52.0143,55.6294,21.4314,17.6182,21.6338,22.017,32.4211,47.8330,44.6295,57.7306,38.156,35.1245,73.114,-1.5246
Merrimack   (A) 88 Butler,MAAC,4,96.0333,99.990,.3867214,41.5341,48.1120,19.5252,22.644,24.5301,34.3287,22.8337,30.1111,47.4253,46.894,22.0358,33.3190,67.8292,-1.4236
Gardner Webb,BSth,5,101.5226,105.7196,.3854215,51.6151,52.4225,22.7332,14.3306,32.3125,30.5208,32.4211,34.8193,51.5166,56.1278,34.5135,31.0132,70.2122,-0.9185
Georgia St.   (H) 250 North Carolina Central,SB,4,103.0202,107.3241,.3838216,41.2343,50.0177,14.352,12.0354,31.8143,31.2224,30.8240,24.948,40.0337,55.6271,29.3266,28.468,70.4111,-1.0195
Eastern Kentucky,ASun,4,103.2194,107.6244,.3827217,53.6103,48.6137,17.9174,19.3123,36.849,39.3340,16.2360,33.9180,52.5152,50.9182,36.786,30.1105,69.6173,-0.0982
Nicholls St.,Slnd,6,101.8221,106.1211,.3816218,42.6328,46.992,16.2109,12.1353,32.0135,31.8243,25.4309,42.2293,38.2352,49.7157,32.6177,29.386,68.7228,-2.2304
Mercer,SC,5,102.5207,107.0234,.3793219,48.9214,56.8328,20.6282,15.0279,23.9310,31.4228,24.4322,44.6311,46.8262,61.3343,34.1140,34.5233,71.463,-1.8267
Delaware,CAA,4,100.6248,105.1184,.3773220,47.7235,48.7140,17.9174,20.287,25.2288,36.7318,36.1137,32.8162,46.6268,44.865,33.3154,37.5300,70.990,-1.7254
Quinnipiac,MAAC,5,99.5269,104.0154,.3766221,44.1307,47.3101,19.2238,19.999,29.5194,41.0349,31.8224,30.0109,50.0196,47.5105,24.0342,31.4142,71.653,-0.6151
Maine,AE,5,98.8281,103.3142,.3763222,43.2320,54.3267,18.4203,20.970,26.4262,29.5170,27.4290,35.6205,47.7246,57.4304,23.5345,33.3190,68.7227,-1.5242
Southern,SWAC,5,98.3296,102.7137,.3762223,48.1228,55.6294,20.9298,18.4149,30.5171,36.8320,29.8255,36.2213,47.9241,57.7306,32.5179,35.4256,69.8154,-2.4317
Montana St.,BSky,5,103.1199,107.8245,.3760224,50.0185,51.7209,17.1145,16.7220,27.5236,32.3256,29.3264,40.9281,49.6209,49.4145,33.7148,38.7321,69.6175,-2.2302
Marist,MAAC,4,101.8218,106.4219,.3757225,54.588,55.4289,16.4118,16.4229,32.2131,24.450,25.9305,32.6158,51.0180,56.2286,39.833,36.2282,66.8331,-0.6145
Miami OH,MAC,4,102.1215,106.9231,.3705226,54.294,59.8354,17.6160,21.955,28.9209,29.0154,15.9361,32.7160,51.1177,62.4349,38.746,37.9308,69.3185,-0.9187
South Dakota   (A) 310 Southern Indiana,Sum,6,106.4132,111.6340,.3675227,50.6173,51.9214,14.663,18.8141,33.792,37.5327,42.365,30.1111,54.8101,55.7273,29.6258,30.4117,72.138,-0.1991
Central Michigan,MAC,5,99.5268,104.5168,.3626228,52.0143,49.5161,25.1357,18.6147,34.186,25.568,30.5244,46.5321,58.156,53.1212,30.2247,30.4117,68.2271,-0.50138
Missouri St.,MVC,4,98.6288,103.6147,.3624229,48.7218,49.5161,18.2193,22.743,33.696,32.8266,49.518,49.5340,46.6268,49.6152,35.6108,32.8177,69.1200,-0.30103
Howard,MEAC,5,103.4190,108.6273,.3619230,51.7148,56.4317,22.1326,16.5227,27.0248,28.8151,25.0313,40.1272,45.6282,66.4362,41.418,28.059,68.5242,-0.37112
Elon   (A) 64 Notre Dame,CAA,4,103.5184,108.8279,.3613231,53.997,46.585,21.1308,13.5323,35.763,30.0188,41.274,24.240,51.1177,37.96,38.451,39.0324,68.8216,-0.9189
Norfolk St.   (A) 78 Grand Canyon,MEAC,6,102.9204,108.2260,.3591232,52.9116,45.469,18.4203,18.1167,24.1307,43.8360,40.982,32.5156,55.296,47.5105,31.7208,29.494,67.1318,-1.1201
Colgate   (A) 247 Harvard,Pat,4,98.9280,104.1157,.3561233,42.0335,50.6189,12.515,14.9289,16.5363,23.631,16.6358,27.271,45.9278,48.7128,24.4339,35.8269,68.2262,-1.7263
San Jose St.,MWC,6,103.3193,108.8280,.3547234,44.3305,56.3316,12.312,15.8254,23.8314,28.6144,34.3176,25.455,43.1312,58.8324,31.2222,34.9244,65.6353,-4.0360
Southern Utah   (A) 309 San Diego,WAC,5,101.7222,107.2237,.3535235,51.5155,48.2126,19.9263,13.9311,30.9166,29.7180,57.45,31.6139,54.7104,46.081,30.4243,35.8269,70.6100,-0.48136
American   vs. 191 UMKC,Pat,5,105.2152,111.0333,.3512236,49.3205,55.5290,16.8135,14.3306,25.0293,33.8279,22.0340,42.5297,49.7203,58.2311,32.5179,32.9180,64.4362,-2.3310
Bucknell,Pat,6,100.4253,106.1209,.3479237,52.5129,48.5135,19.2238,17.2195,25.6280,30.3199,40.289,29.5101,52.8145,49.6152,34.7130,31.3138,69.5176,-0.8171
North Dakota St.,Sum,6,103.8177,110.1317,.3362238,49.0210,54.0261,14.456,9.3363,23.5318,26.899,25.7308,25.352,49.6209,58.4315,32.3192,30.1105,66.8330,-2.0289
UTSA,Amer,3,103.8178,110.1318,.3356239,38.1357,60.3358,16.9140,21.758,29.7187,30.5208,39.798,29.9107,37.5354,56.0277,25.9324,45.2359,72.137,-1.4241
Rider,MAAC,5,100.6250,106.8229,.3342240,46.7254,49.2155,22.3330,14.5301,32.0135,30.9216,40.289,27.577,48.6229,51.0184,28.7284,30.8129,68.8220,-0.38118
Cleveland St.,Horz,6,98.3295,104.5166,.3307241,44.7297,55.7299,24.7351,23.330,36.061,35.1300,21.1348,39.8266,46.4272,55.5269,27.1306,37.4299,69.5179,-1.0191
Texas Southern,SWAC,5,99.8261,106.2213,.3304242,43.2320,51.9214,16.6126,15.6262,26.7255,33.8279,32.0216,52.5345,43.8304,49.5150,27.8296,35.8269,70.0140,-1.9282
Western Carolina,SC,4,98.2300,104.5164,.3281243,42.3330,44.450,25.0356,14.9289,32.0135,31.8243,22.0340,31.6139,44.3298,40.825,26.4319,32.3164,69.5182,-1.3220
Southern Miss,SB,4,101.5225,108.2261,.3253244,49.7198,57.0330,19.3244,17.2195,23.7315,29.9186,33.2196,27.474,55.394,60.6340,27.8296,33.8208,71.942,-1.2215
Pepperdine   (A) 48 Northwestern,WCC,4,101.4229,108.1256,.3239245,52.9116,53.4249,20.4275,13.8316,20.7348,28.9152,35.3154,25.859,51.5166,49.3141,37.075,39.1327,69.8158,-1.7257
Portland St.   (A) 180 Milwaukee,BSky,3,99.4270,106.0208,.3229246,57.830,54.3267,23.3344,25.111,30.1177,34.8296,35.9143,56.4354,52.4153,52.8208,45.55,37.8305,72.529,-0.38119
Harvard   (H) 233 Colgate,Ivy,5,99.4271,106.0206,.3229247,49.6199,53.4249,19.3244,15.8254,26.6257,28.4139,28.2280,30.6119,54.4110,50.8180,29.0274,38.5314,69.6174,-3.0344
Grambling St.,SWAC,4,97.6307,104.1158,.3217248,46.6256,47.6108,27.8362,15.2275,19.8356,31.6235,32.3214,37.0232,43.2310,49.2136,36.099,29.9101,67.9282,-1.0198
Alabama St.   vs. 281 Nebraska Omaha,SWAC,3,99.4272,106.1210,.3204249,43.0323,59.0348,19.0229,18.3152,34.283,31.7239,38.0123,59.0359,46.8262,58.5318,23.8343,40.0338,69.9150,-0.9186
North Carolina Central   (A) 216 Georgia St.,MEAC,6,102.1214,109.0287,.3195250,48.4221,56.5321,18.4203,23.428,29.8185,41.2351,33.8192,49.2337,48.6229,65.6360,32.1197,25.926,68.1276,-3.5356
Austin Peay,ASun,5,101.3231,108.6272,.3106251,46.5257,53.0240,15.175,18.9137,25.5282,34.6292,30.4246,37.3235,46.6268,63.3355,30.9229,23.511,67.2313,-0.44130
Green Bay   (A) 270 Evansville,Horz,5,102.3211,109.7303,.3095252,55.560,51.1197,16.5119,16.7220,18.6359,36.1311,31.0237,36.2213,58.156,48.9132,35.5110,36.4287,69.2193,-1.8270
Fairfield,MAAC,5,98.3297,105.4189,.3082253,37.5358,51.6208,15.074,19.4116,31.3157,30.1191,24.9314,36.2213,39.2346,53.1212,23.2347,32.4167,69.5178,-2.1300
Albany   vs. 0 P.R.-Mayaguez,AE,4,101.1236,108.7277,.3026254,47.0249,48.4130,13.124,20.970,31.5155,25.363,29.0269,46.5321,50.4192,50.0162,27.0309,30.2109,72.819,-0.8172
Kennesaw St.,CUSA,5,103.5187,111.3337,.3021255,57.535,47.4102,21.4314,13.5323,34.186,29.4164,54.112,58.8357,48.3235,49.2136,45.84,28.364,73.312,-0.7161
Monmouth   (A) 156 Stephen F. Austin,CAA,6,101.0240,108.6274,.3010256,40.7346,55.5290,17.6160,15.7260,32.8112,30.8212,31.7229,54.8352,36.2360,58.4315,32.8172,33.9212,70.5104,-3.7359
Radford,BSth,6,102.7205,110.6327,.2991257,51.9145,56.1311,16.0101,16.6224,33.597,31.1222,43.155,38.9252,51.1177,52.8208,35.5110,39.7335,66.1348,-0.40123
Eastern Michigan,MAC,5,100.6251,108.3267,.2988258,44.7297,47.196,19.0229,19.4116,32.3125,30.1191,26.5298,46.4320,40.8334,49.6152,33.7148,28.776,66.8332,-1.4234
Cal St. Fullerton   (A) 22 UCLA,BW,5,98.9278,106.6224,.2985259,43.4314,53.0240,21.3311,18.3152,26.2267,39.2338,40.289,39.1256,43.5307,55.2263,28.9278,34.0213,67.3308,-2.1301
North Dakota   (A) 159 Loyola Marymount,Sum,4,100.1258,107.9252,.2983260,43.3318,55.1283,23.0336,15.0279,28.1221,24.043,34.3176,29.499,41.4329,64.8358,31.1224,21.22,69.2194,-0.8177
Lehigh,Pat,5,100.2256,107.9253,.2981261,47.5240,56.0308,17.1145,13.4327,15.8364,43.2358,29.6260,33.9180,47.7246,59.5330,31.4218,32.5169,70.3121,-2.0288
FIU   vs. 203 Northeastern,CUSA,4,99.6266,107.3240,.2976262,42.9326,52.8234,15.380,24.117,27.8228,30.3199,32.7207,61.0360,47.2256,59.4329,23.2347,27.648,72.917,-2.5327
Northern Arizona   (H) 287 Incarnate Word,BSky,5,102.5208,110.5323,.2975263,45.0290,57.4337,16.5119,18.1167,32.0135,32.8266,18.2354,29.6103,50.7189,50.0162,25.0330,45.5360,68.5245,-0.40122
Robert Morris,Horz,7,98.8284,106.5221,.2961264,45.4281,49.4159,19.8261,17.4187,34.380,18.65,38.3120,36.2213,44.9290,49.2136,30.8233,33.1187,68.9213,-1.0194
Penn,Ivy,5,103.9174,112.0346,.2951265,45.0290,53.6256,16.8135,15.5266,33.0108,39.9343,47.425,26.767,42.7318,46.791,32.0200,42.9356,66.1345,-2.0292
Oral Roberts,Sum,6,101.8219,109.9308,.2940266,47.3246,61.0360,20.7286,12.6346,29.4198,28.3137,26.7295,40.5278,48.6229,61.0342,30.5242,40.6345,70.3119,-2.3316
Portland   vs. 142 Ohio,WCC,5,100.2257,108.1258,.2937267,43.0323,51.8213,16.5119,13.4327,22.1330,26.383,26.9293,29.499,42.1323,53.9230,29.4264,33.1187,68.9207,-1.9276
Bethune Cookman,SWAC,5,98.6290,106.5220,.2916268,45.0290,50.0177,21.0305,18.2159,23.9310,36.0310,27.4290,35.1196,45.5283,48.6123,29.5260,34.7239,70.699,-2.0291
UMBC,AE,6,104.0172,112.4350,.2907269,49.6199,55.8302,17.9174,20.192,26.0272,36.4314,31.0237,35.3201,48.3235,53.3217,34.5135,40.2341,72.235,-2.3308
Evansville   (H) 252 Green Bay,MVC,5,100.4254,108.5271,.2895270,44.1307,58.7346,17.9174,16.8211,20.3352,38.7335,30.0250,40.9281,47.1260,61.6345,27.6299,35.4256,69.6171,-2.4321
Bowling Green,MAC,5,100.7245,108.9283,.2875271,53.3109,52.8234,15.893,17.3191,22.4328,30.8212,23.7332,37.3235,54.2116,55.7273,34.7130,32.3164,70.4113,-2.0294
