TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
Marshall,SB,7,102.5218,105.0162,.4319197,47.3263,48.4115,17.7176,18.8119,33.3102,27.389,43.638,57.5363,53.4125,48.5113,26.9334,32.2148,70.367,-1.6162
Saint Peter's,MAAC,6,101.4245,103.9140,.4307198,50.7170,47.075,22.0337,15.3277,36.142,32.2258,34.3156,52.5357,46.4288,48.9130,37.548,28.750,65.1327,-1.3136
Gardner Webb,BSth,8,102.3224,104.8157,.4298199,52.1130,49.8160,23.3355,15.0290,33.789,29.3161,30.3251,30.1112,52.3150,54.6275,34.5125,28.034,70.083,-1.6155
Elon   (A) 276 Penn,CAA,7,105.6165,108.3251,.4271200,51.2157,47.383,19.8276,12.1357,35.650,27.8105,38.781,21.911,49.5208,42.320,35.790,36.0286,66.6277,-1.3133
Delaware,CAA,7,104.4182,107.2222,.4263201,52.3120,49.2141,17.1142,16.5233,22.9336,34.2306,37.0104,30.8124,50.0199,48.3106,37.353,34.0217,70.848,-2.0204
Fordham   (H) 354 New Hampshire,A10,8,103.4200,106.2184,.4260202,47.1268,55.4316,17.7176,19.4102,27.2253,31.8248,30.7238,36.5230,47.2265,53.3239,31.4237,40.0353,69.2124,-2.6253
North Dakota St.,Sum,9,108.8102,111.7332,.4244203,55.745,52.7249,16.6120,10.8361,25.7287,30.3198,26.4312,26.756,51.7165,58.3332,39.224,28.034,64.6348,-2.5241
North Alabama   (A) 192 Wofford,ASun,8,106.3152,109.2272,.4234204,50.6175,56.9342,14.237,21.159,29.8184,31.4241,23.8340,30.5119,49.8201,58.9338,34.7117,36.2291,67.9198,-1.7175
Toledo,MAC,8,107.5124,110.6305,.4190205,51.6144,55.7321,12.74,16.1250,23.9323,29.9184,29.1275,22.413,51.2179,56.3313,35.0108,36.4297,70.177,-1.8183
William & Mary,CAA,8,107.6120,110.8309,.4172206,52.9101,54.1290,20.0287,17.3200,31.1152,31.5242,36.9108,42.2315,58.135,55.9301,32.5194,34.5232,71.628,-3.6315
Abilene Christian,WAC,8,102.6217,105.6174,.4170207,49.5197,56.8340,18.5222,22.429,27.1260,24.535,46.821,57.7364,50.9184,48.9130,30.5261,47.5364,67.7216,-2.3222
Northern Kentucky,Horz,7,100.4258,103.5134,.4147208,45.2310,54.2297,18.9239,19.694,28.6213,29.1157,29.3271,25.034,49.8201,52.0202,25.7351,38.2329,67.6224,-2.9275
San Jose St.,MWC,9,105.7159,109.1269,.4111209,48.5230,53.2267,16.4112,16.2246,29.0205,28.1121,38.385,31.3135,47.3262,56.1308,33.8149,32.3152,64.8339,-3.7322
Southern,SWAC,7,99.8275,103.0120,.4109210,48.7220,55.1311,20.7309,19.694,31.2147,34.7320,29.5268,37.5252,48.0247,57.1320,33.3164,35.3255,68.9140,-2.0200
North Florida   (A) 44 Nebraska,ASun,7,107.3129,110.7307,.4102211,54.273,51.6220,12.98,14.3320,30.8158,34.2306,23.6342,29.8107,54.2110,52.0202,36.176,33.9211,69.6100,-0.0769
Georgia Southern,SB,8,101.9234,105.2167,.4098212,52.3120,48.4115,22.6348,20.571,28.6213,30.1192,31.7220,53.8361,56.457,54.9283,31.6230,27.125,73.011,-1.8178
Miami OH,MAC,6,102.9208,106.3190,.4089213,54.273,55.2313,19.0243,22.133,28.9208,29.2158,20.8357,30.4116,55.482,57.2322,35.2103,35.3255,69.1134,-0.8111
Maine   vs. 287 Navy (won),AE,9,99.1287,102.5116,.4045214,48.8217,50.2171,16.3104,22.038,23.5329,31.3239,22.7348,33.3174,51.3178,53.4241,29.3287,30.295,67.5229,-2.2215
UC Davis,BW,7,98.7293,102.2108,.4020215,46.4286,50.6186,21.5327,20.377,23.6327,34.1300,40.461,45.8342,45.5302,52.5221,31.8223,31.5127,70.658,-1.8176
Southern Utah,WAC,9,103.4201,107.1220,.3998216,52.0133,47.8101,22.4343,14.4315,30.7163,33.1278,45.429,27.874,54.4107,47.387,32.1211,32.8167,68.7148,-0.4987
Jacksonville,ASun,8,102.4221,106.2189,.3965217,49.2203,55.7321,21.8332,20.081,35.552,29.7177,25.3323,38.1260,47.8252,57.3324,34.4128,35.3255,68.4170,-1.8185
Norfolk St.   (A) 327 Stony Brook,MEAC,8,104.1187,108.2250,.3929218,52.3120,49.9163,18.5222,20.476,26.4273,39.2356,35.7130,36.2226,54.3108,50.3167,31.6230,33.0177,66.2289,-1.4141
Quinnipiac   (A) 329 Stonehill,MAAC,7,99.3286,103.1125,.3929219,42.1349,49.2141,18.5222,19.983,31.6133,36.2333,27.1302,33.4177,45.9296,49.8149,24.2356,32.2148,70.945,-2.0202
Missouri St.   (A) 268 Oral Roberts,MVC,7,99.5279,103.5133,.3901220,45.8298,52.1236,18.2205,21.354,33.885,28.3125,43.836,43.2324,41.8346,52.2211,36.660,34.5232,67.5225,-1.7169
Georgia St.,SB,8,104.1189,108.3252,.3867221,48.9211,52.3240,18.7231,12.4354,29.7185,28.7140,37.893,26.451,46.6283,54.6275,36.083,32.8167,69.0136,-1.9191
Central Michigan   (H) 0 Purdue Northwest,MAC,6,100.9251,105.1165,.3863222,51.1160,50.4179,22.6348,18.0155,32.4122,24.331,27.4299,43.5328,56.167,52.9235,30.0269,31.8136,67.9205,-1.1128
Merrimack,MAAC,8,96.9329,100.989,.3841223,45.1313,49.1136,17.8183,21.746,21.7346,37.8346,24.2333,39.5279,47.6257,47.591,27.4326,34.3227,65.7313,-3.1288
Kennesaw St.,CUSA,9,103.3202,107.6239,.3836224,49.4200,44.428,22.4343,15.1286,33.983,33.3283,43.440,40.6302,48.6230,48.4110,33.5161,24.56,71.724,-1.6156
Nicholls St.,Slnd,8,103.0205,107.6238,.3780225,44.0333,47.590,16.196,12.2356,31.5135,32.5266,27.0303,41.2306,39.0359,51.5190,34.2136,28.647,67.6219,-2.1208
Radford   (A) 335 Saint Francis,BSth,8,103.7196,108.4256,.3754226,49.9190,51.3203,18.0192,17.0218,36.536,28.9149,41.554,36.6232,49.2217,45.659,34.0145,38.8340,64.6345,-0.1876
South Alabama,SB,8,101.9233,106.8207,.3689227,51.3156,49.4151,15.157,18.8119,25.6289,27.495,34.2159,19.94,56.556,42.016,31.0245,36.0286,65.4319,-2.0197
American   (H) 0 Notre Dame (MD),Pat,8,105.4171,110.6304,.3659228,51.9139,52.9257,19.7272,15.5271,25.1295,31.5242,30.7238,42.1314,54.3108,53.5245,32.7188,34.5232,63.9355,-2.1210
Louisiana,SB,8,104.4183,109.6283,.3623229,48.6225,56.4334,15.988,18.4138,25.9279,40.1359,30.0258,49.5352,48.4236,54.6275,32.7188,39.5344,69.0137,-5.1352
Little Rock,OVC,8,100.4259,105.6175,.3600230,47.1268,46.868,21.3325,21.159,27.2253,38.4352,31.6223,45.3337,44.6318,47.795,34.8113,30.6102,68.0196,-1.5150
Mercer,SC,7,103.0207,108.5257,.3553231,52.0133,55.0310,22.1339,18.0155,27.7235,34.3312,24.7328,40.1290,53.8118,59.9346,33.1175,32.3152,70.751,-2.6248
Idaho,BSky,8,106.0155,111.7329,.3548232,51.2157,56.6336,19.8276,16.4237,30.5168,33.3283,30.3251,33.9187,48.4236,57.8328,36.464,36.4297,65.9299,-3.4310
South Dakota,Sum,9,107.8115,113.7350,.3533233,49.2203,54.1290,14.645,17.7172,33.597,36.9336,39.377,29.197,53.0136,56.0305,29.3287,34.0217,72.216,-1.4146
Indiana St.   vs. 317 Tarleton St.,MVC,8,102.8211,108.4255,.3529234,55.647,52.5244,20.5300,16.8223,25.9279,27.184,31.8218,37.1246,56.362,52.8229,36.660,34.7242,73.010,-3.0284
Marist,MAAC,6,101.6240,107.3230,.3495235,52.8102,52.9257,15.782,16.5233,27.3251,22.916,26.4312,33.8186,52.9138,52.7226,35.2103,35.5263,65.2326,-1.4147
Cal Poly,BW,9,102.5219,108.5259,.3416236,55.550,53.4274,21.1320,17.7172,24.8302,32.5266,26.5311,35.3210,56.852,54.2263,36.176,34.8245,73.54,-1.0123
Grambling St.,SWAC,6,99.6278,105.5170,.3410237,50.2183,51.3203,23.6357,15.3277,21.3350,29.5170,28.9278,38.1260,45.8298,52.6224,38.829,32.7164,67.1253,-2.4237
UMKC,Sum,9,99.5281,105.4169,.3389238,40.4357,53.0262,21.2323,17.7172,26.6269,30.1192,31.4226,33.7182,38.4360,59.5341,28.2308,29.877,67.5228,-3.1292
Alabama St.,SWAC,7,101.8236,108.0245,.3364239,47.8247,52.6247,14.848,16.4237,24.8302,34.4314,35.5134,41.9312,45.4304,51.9201,34.0145,35.7271,69.699,-1.7173
Evansville,MVC,7,101.5243,107.7242,.3360240,49.4200,53.7279,18.8235,17.1209,21.6347,28.6137,30.9232,39.6280,54.798,58.3332,29.2291,31.4124,69.2119,-2.4236
Austin Peay,ASun,8,100.4260,106.6202,.3338241,45.4308,52.0231,15.266,19.694,24.4314,32.3260,28.6283,40.7303,44.0321,55.1286,31.8223,31.1118,64.9331,-2.0195
Youngstown St.,Horz,8,96.1339,102.4113,.3269242,41.1354,48.2111,17.0137,19.1111,27.6239,33.5290,36.9108,38.6269,44.8315,45.456,23.9359,37.2316,69.1131,-3.3306
Harvard,Ivy,8,99.8276,106.3192,.3252243,48.9211,51.5213,17.8183,16.6228,24.7305,31.8248,23.7341,23.318,51.7165,52.1208,30.2265,33.7201,67.9208,-4.1334
Texas Southern   (H) 152 Texas St.,SWAC,7,100.6256,107.3229,.3239244,43.9336,53.3272,18.5222,14.2324,26.1278,33.9298,31.4226,46.7346,42.0343,51.7193,32.2203,36.6305,69.3116,-2.3226
Rider,MAAC,8,100.1265,106.8209,.3220245,45.7301,49.8160,21.4326,14.4315,34.374,29.3161,33.4185,27.569,47.6257,50.9180,28.0312,32.2148,64.7343,-1.6163
Colgate,Pat,8,100.6255,107.4232,.3219246,50.1184,52.7249,16.196,15.0290,20.8352,28.0113,13.5364,25.440,52.1156,52.0202,32.0215,35.8278,65.8307,-4.0328
UTSA,Amer,6,104.6180,111.6328,.3216247,45.7301,54.9309,20.6305,19.2110,34.276,31.1231,34.2159,40.0287,44.4320,52.2211,31.6230,39.8349,71.431,-2.0203
Southeastern Louisiana,Slnd,7,99.5282,106.2186,.3197248,48.7220,49.3148,20.2293,20.965,27.2253,35.2323,26.4312,40.4296,47.8252,54.5273,33.6158,27.933,67.2245,-2.3224
Pepperdine,WCC,8,100.3263,107.3228,.3148249,47.4260,48.7126,19.9280,13.9332,25.0297,27.7104,37.598,31.9148,48.0247,49.0133,30.9252,32.1146,69.2125,-3.8323
Howard,MEAC,8,103.8193,111.3321,.3112250,51.6144,57.2346,21.8332,15.9255,27.3251,26.973,28.4286,39.8284,50.4194,60.4350,35.985,35.3255,67.2241,-3.1297
Monmouth,CAA,9,102.1231,109.5279,.3099251,44.1331,53.9286,18.9239,17.6183,32.2124,33.1278,30.7238,45.9344,40.0354,55.5293,34.2136,34.2225,68.3180,-5.0351
UMBC,AE,9,105.0176,112.8343,.3061252,53.297,53.4274,15.576,20.768,23.7325,34.0299,35.8129,32.8165,49.6206,52.5221,39.422,36.8307,71.043,-3.1298
North Carolina Central,MEAC,9,104.4184,112.1338,.3045253,48.7220,59.5359,17.2152,23.413,30.8158,42.2361,32.4206,49.7353,48.1245,67.4364,33.1175,29.671,66.8267,-4.3339
Valparaiso,MVC,7,103.2203,111.1315,.3007254,45.1313,55.1311,13.824,17.7172,31.3142,28.0113,40.856,31.0129,46.9275,54.0257,28.0312,38.0328,68.5164,-2.1211
FIU,CUSA,7,98.7298,106.2186,.2999255,44.4323,49.2141,16.8129,21.256,27.2253,28.1121,36.1124,47.7350,47.1270,52.4218,26.1346,28.853,70.846,-4.1333
Robert Morris,Horz,9,98.8289,106.4198,.2982256,45.8298,50.2171,19.6270,17.1209,32.6120,20.46,38.582,33.1170,45.1309,50.5175,31.4237,33.1179,68.1191,-1.7172
Boston University   (H) 311 Sacred Heart,Pat,7,99.5280,107.2227,.2969257,49.7194,48.5121,22.4343,17.2205,32.1128,25.646,29.2274,31.4139,48.5232,51.5190,34.1139,29.161,65.7310,-2.8266
Western Carolina,SC,6,97.8311,105.6173,.2939258,42.1349,53.5276,25.3361,17.4192,28.0227,29.4163,19.4360,30.1112,45.0312,54.4270,25.9348,35.0248,69.984,-2.0198
Eastern Washington,BSky,8,102.8209,111.0314,.2932259,50.9165,58.9355,17.9186,21.452,28.2222,36.2333,29.8263,38.5268,52.6146,56.1308,32.0215,41.9358,69.4109,-4.4340
Bucknell,Pat,9,99.1288,107.0216,.2909260,50.9165,49.3148,20.1289,16.6228,25.9279,30.1192,39.474,34.3192,53.4125,48.7122,31.7226,33.5194,68.3174,-3.0282
Fairfield   (H) 339 Fairleigh Dickinson,MAAC,7,100.0268,108.1249,.2902261,41.6352,54.3298,15.157,18.1148,29.4196,30.5204,28.2289,36.0221,42.6335,56.2312,26.5341,33.9211,67.3236,-2.7255
Lafayette   (H) 342 Binghamton,Pat,8,96.7331,104.5150,.2896262,46.3291,46.868,15.576,16.5233,24.4314,33.3283,32.3208,39.6280,42.6335,49.2137,34.3132,28.238,66.4285,-2.4239
Cal St. Bakersfield,BW,8,100.6257,108.8262,.2895263,47.8247,51.2196,17.3158,18.1148,35.945,27.8105,31.3228,47.5348,46.6283,53.8248,34.3132,31.8136,64.8341,-2.9269
Portland St.,BSky,7,101.1247,109.3275,.2895264,50.0187,57.3348,19.4259,21.256,34.864,35.7329,37.499,33.0168,50.8187,53.9253,32.3200,42.1360,71.237,-1.8184
Mount St. Mary's,MAAC,7,98.7297,106.7205,.2889265,47.9243,49.5154,22.2342,15.3277,28.7212,30.6207,35.9127,27.367,47.2265,54.3266,32.8183,27.326,68.5166,-0.697
Central Connecticut   (H) 158 UMass Lowell (won),NEC,7,98.4303,106.4195,.2887266,46.4286,50.7188,17.6173,19.983,25.5292,27.389,27.2301,20.25,49.8201,55.2289,26.4342,29.982,66.2290,-1.8177
Bethune Cookman   (A) 97 Minnesota,SWAC,7,98.4302,106.4197,.2884267,45.1313,49.2141,18.3207,19.3106,24.6309,37.2337,27.3300,32.5160,45.4304,48.6118,29.7280,33.3188,70.181,-2.8264
Oral Roberts   (H) 220 Missouri St.,Sum,7,102.7213,111.1317,.2875268,47.3263,61.0362,20.7309,12.6350,29.4196,28.3125,26.7306,40.5300,48.6230,61.0353,30.5261,40.6354,69.694,-3.3305
Albany,AE,8,101.6242,109.9290,.2866269,47.3263,57.3348,15.157,21.844,27.5245,28.3125,36.3121,43.2324,49.8201,58.9338,28.2308,36.4297,71.334,-2.2219
Bowling Green,MAC,8,100.7253,109.1267,.2857270,49.1209,51.5213,16.093,18.0155,23.0333,30.9220,30.5244,34.6196,48.8225,52.7226,33.1175,33.1179,69.1130,-3.7319
Eastern Michigan,MAC,8,101.4244,110.0291,.2810271,49.1209,51.2196,18.4212,19.983,29.3198,31.3239,32.8196,37.8255,48.4236,51.2184,33.5161,34.0217,66.9261,-2.2216
Southeast Missouri St.,OVC,7,97.9308,106.3191,.2804272,48.7220,46.564,14.543,18.0155,22.7338,30.8214,24.8326,51.0355,49.4212,52.8229,31.8223,24.56,71.336,-2.7257
SIU Edwardsville,OVC,9,97.8312,106.1181,.2804273,46.8278,50.7188,18.6229,16.4237,33.789,30.2196,20.7358,39.4277,47.0273,48.8125,31.0245,35.2253,67.0256,-2.1207
Iona   vs. 169 Rice,MAAC,8,98.6299,107.0218,.2804274,44.2328,57.4350,23.6357,22.330,40.97,27.495,32.9195,36.6232,44.0321,55.6296,29.8276,39.7348,68.6156,-4.4341
Ball St.,MAC,8,100.3262,108.8263,.2800275,45.5305,49.3148,15.782,14.5312,19.2359,28.7140,50.97,45.3337,47.2265,48.6118,28.9295,33.6196,67.8209,-3.9326
Penn   (H) 200 Elon,Ivy,7,105.3173,114.3355,.2792276,47.2266,53.3272,17.5169,14.7300,34.570,35.4324,45.925,27.162,47.9249,45.558,30.8256,43.6361,65.4316,-3.0279
Cal St. Fullerton,BW,8,98.5301,107.0214,.2787277,42.0351,51.7223,20.3295,18.0155,26.3274,37.5341,38.880,38.4267,42.8334,55.0285,26.9334,31.9141,65.2324,-3.1296
Presbyterian,BSth,9,101.7238,110.6303,.2775278,51.9139,52.8254,18.0192,17.8164,30.7163,30.9220,30.9232,31.3135,48.5232,51.1182,39.125,36.8307,65.5315,-2.4235
Coastal Carolina,SB,7,99.3285,108.1248,.2745279,51.6144,43.522,19.7272,10.3364,27.2253,25.038,32.1214,45.5340,49.5208,47.9102,36.464,22.51,64.6346,-2.9271
Morehead St.,OVC,7,98.7296,107.4233,.2742280,45.1313,52.2238,21.0315,12.5353,27.7235,27.9109,47.220,35.3210,46.8278,55.1286,27.9315,31.9141,66.5283,-2.2220
Southern Miss,SB,7,100.7254,109.6281,.2735281,48.6225,56.3332,19.9280,18.6130,27.0263,32.1257,36.5116,36.0221,49.1221,60.9351,31.9221,32.0144,70.562,-2.8263
Queens,ASun,7,98.7295,107.5235,.2722282,44.6322,52.2238,17.6173,18.5135,27.6239,37.9349,27.5296,30.2114,46.6283,52.4218,28.4304,34.5232,71.726,-2.1213
Green Bay,Horz,8,102.5220,111.7330,.2717283,53.589,55.3314,17.1142,17.0218,16.2364,33.3283,32.2210,32.8165,57.147,54.4270,33.6158,37.8326,70.850,-3.9327
Northern Arizona,BSky,8,102.7214,111.9336,.2710284,47.6255,53.7279,17.2152,14.7300,37.625,28.6137,23.4343,31.2132,51.9162,50.3167,27.6322,39.8349,66.8264,-1.2132
Lehigh,Pat,7,102.2227,111.4325,.2700285,50.6175,56.2330,15.988,12.7348,17.2362,37.8346,30.9232,28.586,51.5170,60.3349,32.8183,32.3152,68.3175,-2.9274
North Dakota,Sum,7,99.8273,109.0265,.2678286,43.5338,51.5213,21.6328,14.2324,33.597,29.9184,30.3251,31.1131,44.7316,55.2289,27.8319,29.161,68.8145,-2.4240
Navy   vs. 214 Maine (lost),Pat,9,101.8235,111.2319,.2663287,45.8298,53.1264,15.679,19.0112,31.9130,32.0256,33.0192,43.8329,44.7316,54.6275,31.6230,34.1221,68.6154,-5.0349
Cleveland St.,Horz,9,96.0341,104.9159,.2648288,42.5346,54.4300,22.7351,24.95,34.374,32.6270,32.1214,40.5300,46.5286,53.1238,22.2364,37.7324,68.4167,-2.8268
Southern Indiana,OVC,7,100.1266,109.4278,.2642289,52.6108,51.8225,18.4212,17.4192,27.2253,31.0227,35.0148,42.5319,48.8225,53.4241,40.812,33.1179,68.0195,-2.9270
Lamar,Slnd,7,100.8252,110.6301,.2564290,45.1313,54.1290,20.5300,16.4237,34.961,36.1332,42.549,41.8311,41.6348,51.2184,34.3132,38.7338,68.4168,-3.6316
Nebraska Omaha,Sum,9,101.0250,110.8311,.2548291,48.1236,54.1290,18.4212,14.9297,28.9208,26.870,35.1147,34.8203,45.1309,53.8248,35.597,36.4297,68.2183,-4.3336
Wagner,NEC,7,95.0350,104.4148,.2519292,36.4364,52.9257,22.5346,20.279,27.6239,28.8147,16.7363,45.2336,33.9364,53.8248,27.4326,34.6237,63.5358,-1.5152
Incarnate Word,Slnd,7,105.2175,115.7361,.2499293,56.533,54.7305,14.440,15.9255,33.2103,30.4201,27.5296,40.1290,52.7142,51.5190,41.59,39.8349,67.9202,-2.4238
Hampton,CAA,8,100.1267,110.2294,.2488294,42.9342,54.3298,17.3158,19.983,34.961,33.6293,28.5285,44.3333,40.1353,55.5293,31.5235,35.1249,66.0298,-3.1295
Tennessee Tech,OVC,8,100.3261,110.4299,.2476295,51.4152,50.7188,17.1142,17.3200,23.0333,41.9360,21.6355,21.710,48.4236,51.2184,36.464,33.3188,67.7213,-2.0201
Campbell,CAA,8,97.9310,107.8244,.2472296,48.1236,56.3332,18.8235,18.1148,19.5358,20.87,31.3228,34.9205,53.1133,57.7327,28.1311,35.9281,67.2246,-2.3225
Air Force,MWC,8,101.0249,111.4324,.2448297,54.077,51.4210,18.8235,15.6268,25.3293,27.8105,37.0104,31.8146,53.5121,47.591,36.464,38.2329,62.1363,-5.0350
Fresno St.,MWC,7,96.0340,105.9176,.2447298,45.2310,49.7159,17.4165,19.983,29.6189,32.3260,37.0104,24.631,48.7228,52.8229,25.8350,29.877,73.63,-3.0278
Charleston Southern,BSth,9,99.9271,110.2296,.2444299,47.0271,56.6336,21.0315,13.8334,31.7132,28.5131,36.5116,30.6121,49.3216,58.3332,29.2291,35.6266,69.5102,-4.4342
Tennessee St.   (H) 175 UNC Asheville,OVC,8,99.8274,110.2295,.2425300,49.7194,53.0262,18.9239,17.8164,33.885,31.9254,38.484,41.1305,52.8141,52.3216,28.6300,36.2291,71.138,-3.8324
Pacific,WCC,9,99.4284,109.8286,.2412301,47.7251,49.5154,19.7272,14.3320,31.2147,24.736,34.1163,38.1260,52.3150,52.6224,27.2330,29.774,68.6157,-2.3230
Portland   (H) 333 Denver,WCC,7,98.7292,109.1270,.2406302,45.2310,53.7279,18.3207,12.6350,19.6357,25.443,30.4248,23.922,46.0295,56.9318,29.3287,33.7201,69.986,-3.5312
Western Michigan,MAC,7,100.2264,110.8308,.2395303,44.0333,49.9163,13.929,13.7336,36.043,24.229,38.189,31.5140,44.9313,51.8197,27.9315,31.6132,67.9207,-3.2299
Eastern Illinois,OVC,7,98.2306,108.8261,.2368304,44.3325,53.2267,18.0192,18.0155,24.0321,33.2280,28.9278,43.2324,44.0321,55.9301,29.9272,33.9211,67.2247,-2.3233
Idaho St.,BSky,7,96.7334,107.2226,.2329305,42.7344,50.0168,19.1246,18.8119,38.617,25.241,32.8196,37.1246,45.3306,50.0156,26.0347,33.3188,65.3320,-1.9187
Army,Pat,7,99.9272,110.8310,.2324306,51.6144,51.7223,15.157,12.8346,27.7235,32.5266,28.2289,23.419,50.3197,52.8229,35.985,33.3188,66.3286,-1.8179
North Carolina A&T,CAA,7,101.6241,113.0346,.2284307,48.8217,51.5213,14.136,18.8119,23.1332,33.0277,30.6241,30.7123,47.2265,55.8300,34.5125,29.265,72.021,-2.6252
San Diego,WCC,7,95.5346,106.2188,.2263308,46.4286,48.0108,20.7309,22.038,29.3198,33.6293,33.9174,34.1189,48.9223,47.693,27.6322,32.4158,72.117,-3.7320
Old Dominion,SB,8,99.9270,111.3320,.2253309,43.5338,54.7305,19.9280,15.2283,33.789,35.8330,24.5329,36.7237,45.9296,54.1262,26.3344,37.4320,69.3118,-4.5343
Siena,MAAC,8,97.6318,108.7260,.2238310,47.5257,52.0231,20.4298,18.7127,30.7163,33.6293,40.264,33.3174,44.6318,50.2164,34.7117,36.9311,65.0330,-2.5246
Sacred Heart   (A) 257 Boston University,MAAC,7,100.0269,111.5327,.2217311,49.8192,55.9325,17.3158,18.1148,27.5245,28.4130,24.2333,39.9286,46.2291,55.3291,37.057,37.7324,69.3117,-3.5313
Utah Tech,WAC,9,97.7315,109.1268,.2193312,43.8337,52.0231,14.949,17.8164,24.5312,35.6326,35.7130,37.3248,46.1293,54.5273,26.9334,31.1118,68.1190,-5.2353
Niagara   vs. 332 LIU (won),MAAC,8,98.8290,110.6302,.2146313,48.9211,51.2196,18.0192,16.2246,20.8352,29.8181,29.6264,28.484,48.5232,49.6144,33.0180,35.8278,65.8304,-3.6318
South Carolina St.   (A) 71 Xavier,MEAC,8,97.4321,109.1271,.2143314,44.3325,50.0168,19.0243,21.159,31.4140,37.4338,37.695,40.8304,44.0321,54.0257,30.1267,29.774,68.6152,-2.8265
Holy Cross,Pat,8,102.6215,114.9358,.2137315,50.1184,55.7321,17.5169,15.1286,25.8285,28.6137,25.3323,28.181,47.2265,57.5326,35.985,35.6266,65.7311,-2.0206
Northwestern St.,Slnd,7,97.1323,109.2273,.2059316,48.4233,49.6156,21.0315,15.8260,31.3142,30.3198,23.2344,39.2276,46.8278,49.0133,34.1139,33.6196,67.0258,-2.8261
Tarleton St.   vs. 234 Indiana St.,WAC,8,94.8352,106.6201,.2054317,45.0318,54.8308,31.1364,19.983,24.9299,39.3357,39.669,45.7341,39.6356,53.8248,39.817,37.4320,67.2240,-3.1287
Sacramento St.,BSky,7,96.8330,109.0266,.2027318,48.9211,48.4115,22.1339,17.6183,28.1226,29.2158,30.4248,50.5354,47.9249,50.9180,33.3164,30.5100,65.9303,-4.0331
Bellarmine,ASun,8,101.1248,113.9352,.2023319,53.099,56.8340,21.1320,14.9297,19.8356,28.1121,31.5224,31.9148,53.9115,56.1308,34.6122,38.5336,66.9262,-4.3338
Le Moyne,NEC,9,98.5300,111.0313,.2022320,48.9211,51.8225,21.1320,16.6228,22.7338,38.7355,38.385,37.8255,52.2153,57.2322,29.6282,29.671,68.7146,-3.7321
Dartmouth,Ivy,6,97.7316,110.1292,.2014321,48.3234,54.6303,16.6120,14.4315,20.0355,24.331,39.573,30.0109,46.8278,58.9338,33.3164,32.3152,68.9141,-2.4234
Louisiana Monroe,SB,9,97.5319,110.1293,.1992322,44.3325,53.9286,19.4259,17.5189,27.5245,29.4163,30.1254,26.451,45.5302,58.0329,27.9315,32.2148,67.3234,-4.6346
Western Illinois,OVC,8,98.4304,111.5326,.1912323,49.9190,54.1290,18.4212,13.2341,29.6189,26.360,26.6310,31.2132,50.7189,57.0319,32.5194,33.1179,64.3352,-3.0283
Long Beach St.,BW,9,96.6335,109.6282,.1896324,44.2328,52.4241,23.7359,15.5271,30.1177,36.4335,28.6283,40.4296,42.6335,52.2211,31.2243,35.1249,65.2325,-5.8359
Detroit Mercy,Horz,9,96.5337,109.5280,.1894325,46.2293,51.4210,19.2250,15.4275,33.789,23.924,33.3187,38.2263,42.6335,53.4241,37.155,32.9173,67.3238,-3.3304
Tennessee Martin,OVC,7,93.5356,106.3193,.1861326,39.9359,49.2141,21.7331,18.3141,33.1107,34.2306,27.7292,34.9205,43.5328,56.3313,24.2356,28.341,70.272,-3.1294
Stony Brook   (H) 218 Norfolk St.,CAA,7,97.6317,111.3322,.1807327,42.2348,61.3363,19.4259,14.6305,28.9208,34.4314,31.3228,25.338,41.9345,64.6362,28.5303,38.2329,67.9199,-2.9272
Manhattan,MAAC,7,98.8291,112.7342,.1795328,47.2266,54.5301,17.2152,15.6268,30.9157,29.9184,28.8282,25.743,45.2307,54.7280,33.3164,36.2291,69.4112,-2.6249
Stonehill   (H) 219 Quinnipiac,NEC,9,95.7344,109.3274,.1789329,47.9243,49.4151,19.8276,18.9116,22.2342,35.4324,32.0217,36.9242,42.2341,49.3140,36.373,33.0177,66.9260,-2.8267
USC Upstate,BSth,10,98.7294,112.9345,.1758330,49.2203,59.1356,19.3254,13.8334,25.9279,30.8214,30.6241,38.7272,53.5121,61.5354,27.7320,37.1313,72.414,-5.3354
Delaware St.,MEAC,8,95.8342,109.8287,.1724331,40.6355,55.7321,17.4165,18.2143,30.0180,37.6343,29.5268,36.9242,41.0349,59.5341,25.5353,34.3227,69.1127,-3.0277
LIU   vs. 313 Niagara (lost),NEC,10,96.3338,110.4298,.1721332,46.4286,53.2267,18.9239,16.5233,29.3198,28.7140,32.3208,56.1362,47.3262,55.9301,29.8276,32.8167,67.9200,-5.3355
Denver   (A) 302 Portland,Sum,8,97.0326,111.2318,.1720333,44.4323,51.6220,22.5346,15.8260,28.0227,31.8248,37.794,44.0332,45.6299,59.5341,28.2308,24.14,69.985,-3.6317
Loyola MD,Pat,6,96.7333,110.9312,.1714334,46.9274,50.2171,18.4212,17.2205,30.8158,30.9220,21.9352,31.5140,48.9223,49.7147,29.4285,33.9211,67.9204,-1.9190
Saint Francis   (H) 226 Radford,NEC,8,97.0325,111.7331,.1651335,48.8217,53.7279,22.6348,18.2143,25.8285,32.8272,22.6349,31.2132,50.4194,60.2348,31.0245,30.397,69.0135,-2.5243
